"","Date","Team","Opponent","Time"
"5163","9/12","Centennial Knights","@Kell*","6:00pm"
"5164","9/17","Centennial Knights","@Cambridge*","5:30pm"
"5165","9/18","Centennial Knights","vsKing's Ridge Christian","6:00pm"
"5166","9/19","Centennial Knights","@Westminster*","5:30pm"
"5167","9/24","Centennial Knights","vsNorth Atlanta","6:00pm"
"5168","9/25","Centennial Knights","vsRoswell","6:00pm"
"5169","9/26","Centennial Knights","vsBlessed Trinity*","6:00pm"
"5170","9/30","Centennial Knights","vsChattahoochee","6:00pm"
"5171","10/1","Centennial Knights","vsKell*","6:00pm"
"5172","10/7","Centennial Knights","@Holy Innocents Episcopal","5:00pm"
"5173","10/9","Centennial Knights","@Lanier","6:00pm"
"5174","8/6","Upson Lee Knights","@Spalding*","5:30pm"
"5175","8/8","Upson Lee Knights","vsSandy Creek*","7:00pm"
"5176","8/9","Upson Lee Knights","vsCrawford County","4:00pm"
"5177","8/9","Upson Lee Knights","vsMcIntosh***","6:00pm"
"5178","8/10","Upson Lee Knights","vsJasper County","10:00am"
"5179","8/10","Upson Lee Knights","vsTaylor County***","2:00pm"
"5180","8/12","Upson Lee Knights","@Crawford County","6:00pm"
"5181","8/13","Upson Lee Knights","vsWhitewater*","6:30pm"
"5182","8/15","Upson Lee Knights","@Mary Persons*","5:30pm"
"5183","8/20","Upson Lee Knights","vsTroup County*","6:00pm"
"5184","8/21","Upson Lee Knights","vsLuella","5:30pm"
"5185","8/26","Upson Lee Knights","vsHoward","5:00pm"
"5186","8/27","Upson Lee Knights","@Fayette County*","7:00pm"
"5187","8/29","Upson Lee Knights","vsTrinity Christian*","5:30pm"
"5188","9/3","Upson Lee Knights","vsLaGrange*","5:30pm"
"5189","9/4","Upson Lee Knights","@Luella","5:30pm"
"5190","9/5","Upson Lee Knights","vsSpalding*","5:30pm"
"5191","9/9","Upson Lee Knights","@Howard","5:00pm"
"5192","9/10","Upson Lee Knights","@Sandy Creek*","6:00pm"
"5193","9/12","Upson Lee Knights","@Whitewater*","6:00pm"
"5194","9/17","Upson Lee Knights","vsMary Persons*","5:30pm"
"5195","9/19","Upson Lee Knights","@Troup County*","6:00pm"
"5196","9/26","Upson Lee Knights","vsFayette County*","6:00pm"
"5197","9/30","Upson Lee Knights","@LaGrange*","6:00pm"
"5198","10/1","Upson Lee Knights","@Trinity Christian*","5:30pm"
"5199","10/3","Upson Lee Knights","vsCrawford County","6:00pm"
"5200","8/1","Lambert Longhorns","@Parkview","5:30pm"
"5201","8/3","Lambert Longhorns","vsDawson County","10:00am"
"5202","8/3","Lambert Longhorns","vsNorth Cobb Christian***","2:00pm"
"5203","8/5","Lambert Longhorns","@Cambridge","5:00pm"
"5204","8/7","Lambert Longhorns","vsMill Creek","7:00pm"
"5205","8/9","Lambert Longhorns","vsSouth Paulding***","7:00pm"
"5206","8/10","Lambert Longhorns","vsHillgrove***","9:30am"
"5207","8/10","Lambert Longhorns","vsCentral***","11:15am"
"5208","8/14","Lambert Longhorns","vsWest Forsyth*","6:30pm"
"5209","8/17","Lambert Longhorns","vsPope","9:00am"
"5210","8/19","Lambert Longhorns","vsSouth Forsyth*","6:00pm"
"5211","8/20","Lambert Longhorns","@North Forsyth*","6:30pm"
"5212","8/22","Lambert Longhorns","vsDenmark*","6:00pm"
"5213","8/27","Lambert Longhorns","vsNorth Atlanta*","6:00pm"
"5214","8/29","Lambert Longhorns","@Forsyth Central*","6:30pm"
"5215","9/3","Lambert Longhorns","@West Forsyth*","6:30pm"
"5216","9/5","Lambert Longhorns","@South Forsyth*","6:00pm"
"5217","9/9","Lambert Longhorns","vsNorth Forsyth*","6:30pm"
"5218","9/10","Lambert Longhorns","@Denmark*","6:00pm"
"5219","9/14","Lambert Longhorns","vsEast Forsyth","3:00pm"
"5220","9/16","Lambert Longhorns","@North Atlanta*","6:00pm"
"5221","9/17","Lambert Longhorns","vsForsyth Central*","6:30pm"
"5222","9/27","Lambert Longhorns","vsWest Forsyth*","6:00pm"
"5223","9/28","Lambert Longhorns","vsSouth Forsyth*","1:00pm"
"5224","9/30","Lambert Longhorns","@North Forsyth*","6:00pm"
"5225","10/1","Lambert Longhorns","vsDenmark*","6:00pm"
"5226","10/7","Lambert Longhorns","vsNorth Atlanta*","6:00pm"
"5227","10/8","Lambert Longhorns","@Forsyth Central*","6:00pm"
"5228","10/10","Lambert Longhorns","@Brookwood","5:00pm"
"5229","8/3","Lanier Longhorns","vsGrayson","9:00am"
"5230","8/3","Lanier Longhorns","vsLumpkin County","1:00pm"
"5231","8/5","Lanier Longhorns","vsMountain View","5:00pm"
"5232","8/6","Lanier Longhorns","@Duluth","6:00pm"
"5233","8/9","Lanier Longhorns","vsPace Academy","6:00pm"
"5234","8/9","Lanier Longhorns","vsCartersville","8:00pm"
"5235","8/13","Lanier Longhorns","vsNorth Hall","6:30pm"
"5236","8/15","Lanier Longhorns","@West Hall","5:30pm"
"5237","8/17","Lanier Longhorns","vsUnion County","12:00pm"
"5238","8/17","Lanier Longhorns","@Lumpkin County","12:00pm"
"5239","8/20","Lanier Longhorns","@Milton*","6:30pm"
"5240","8/22","Lanier Longhorns","@Seckinger*","6:30pm"
"5241","8/24","Lanier Longhorns","vsOla***","3:00pm"
"5242","8/24","Lanier Longhorns","vsWalnut Grove***","5:00pm"
"5243","8/27","Lanier Longhorns","vsCambridge","6:00pm"
"5244","8/29","Lanier Longhorns","vsJohns Creek*","6:00pm"
"5245","9/3","Lanier Longhorns","vsGainesville*","5:00pm"
"5246","9/5","Lanier Longhorns","vsRoswell*","6:30pm"
"5247","9/10","Lanier Longhorns","@Chattahoochee*","6:00pm"
"5248","9/12","Lanier Longhorns","vsMilton*","6:00pm"
"5249","9/14","Lanier Longhorns","@St. Francis","10:00am"
"5250","9/14","Lanier Longhorns","@PCA","2:00pm"
"5251","9/17","Lanier Longhorns","vsSeckinger*","6:30pm"
"5252","9/24","Lanier Longhorns","@Johns Creek*","6:00pm"
"5253","9/26","Lanier Longhorns","@Gainesville*","5:00pm"
"5254","10/1","Lanier Longhorns","@Roswell*","6:30pm"
"5255","10/3","Lanier Longhorns","vsChattahoochee*","6:00pm"
"5256","10/8","Lanier Longhorns","@Cambridge","6:00pm"
"5257","10/9","Lanier Longhorns","vsCentennial","6:00pm"
"5258","8/20","Laney Wildcats","@Thomson*","5:00pm"
"5259","8/22","Laney Wildcats","vsThomson*","5:00pm"
"5260","8/27","Laney Wildcats","vsJosey*","5:00pm"
"5261","9/5","Laney Wildcats","vsGlenn Hills*","5:00pm"
"5262","9/12","Laney Wildcats","vsButler*","5:00pm"
"5263","9/17","Laney Wildcats","vsButler*","5:00pm"
"5264","9/19","Laney Wildcats","@Burke County*","5:00pm"
"5265","9/24","Laney Wildcats","vsBurke County*","5:00pm"
"5266","8/9","Lakeside Panthers","vsJenkins County","6:00pm"
"5267","8/9","Lakeside Panthers","@Screven County","8:00pm"
"5268","8/10","Lakeside Panthers","@Swainsboro","10:00am"
"5269","8/10","Lakeside Panthers","@Portal","2:00pm"
"5270","8/12","Lakeside Panthers","vsThomson","5:30pm"
"5271","8/13","Lakeside Panthers","vsHarlem","5:30pm"
"5272","8/17","Lakeside Panthers","@Lincoln County","11:00am"
"5273","8/19","Lakeside Panthers","vsLincoln County","5:30pm"
"5274","8/21","Lakeside Panthers","@Thomson","5:00pm"
"5275","8/27","Lakeside Panthers","@Alcovy","4:00pm"
"5276","8/27","Lakeside Panthers","@Alcovy","6:00pm"
"5277","9/3","Lakeside Panthers","vsGrovetown","4:30pm"
"5278","9/3","Lakeside Panthers","vsGrovetown","6:30pm"
"5279","9/6","Lakeside Panthers","vsOpponent TBA",""
"5280","9/6","Lakeside Panthers","vsBrantley County","6:00pm"
"5281","9/7","Lakeside Panthers","vsOpponent TBA",""
"5282","9/7","Lakeside Panthers","vsVidalia***","2:00pm"
"5283","9/10","Lakeside Panthers","@Effingham County*","5:00pm"
"5284","9/11","Lakeside Panthers","vsEffingham County*","4:00pm"
"5285","9/11","Lakeside Panthers","vsEffingham County*","6:30pm"
"5286","9/16","Lakeside Panthers","@Evans*","5:00pm"
"5287","9/18","Lakeside Panthers","vsEvans*","5:30pm"
"5288","9/19","Lakeside Panthers","@Evans*","5:00pm"
"5289","9/23","Lakeside Panthers","vsGreenbrier","5:30pm"
"5290","9/25","Lakeside Panthers","@Greenbrier","5:30pm"
"5291","9/26","Lakeside Panthers","vsGreenbrier","5:30pm"
"5292","10/1","Lakeside Panthers","vsOpponent TBA",""
"5293","10/5","Lakeside Panthers","vsOpponent TBA",""
"5294","7/31","Lafayette Ramblers","vsTrion","5:30pm"
"5295","8/1","Lafayette Ramblers","@Dade County","5:30pm"
"5296","8/6","Lafayette Ramblers","@Lakeview-Fort Oglethorpe","5:30pm"
"5297","8/8","Lafayette Ramblers","vsSonoraville","5:30pm"
"5298","8/10","Lafayette Ramblers","vsRinggold","Time TBA"
"5299","8/10","Lafayette Ramblers","vsDade County","11:00am"
"5300","8/10","Lafayette Ramblers","vsRinggold","4:00pm"
"5301","8/13","Lafayette Ramblers","@Northwest Whitfield*","5:30pm"
"5302","8/15","Lafayette Ramblers","vsNorthwest Whitfield*","5:30pm"
"5303","8/19","Lafayette Ramblers","vsAdairsville*","5:30pm"
"5304","8/20","Lafayette Ramblers","@Calhoun*","5:30pm"
"5305","8/22","Lafayette Ramblers","vsCalhoun*","5:30pm"
"5306","8/26","Lafayette Ramblers","vsHeritage*","5:30pm"
"5307","8/27","Lafayette Ramblers","@Gilmer*","5:30pm"
"5308","8/29","Lafayette Ramblers","vsGilmer*","5:30pm"
"5309","9/4","Lafayette Ramblers","@Gordon Lee","5:00pm"
"5310","9/5","Lafayette Ramblers","@Trion","5:30pm"
"5311","9/9","Lafayette Ramblers","@Northwest Whitfield*","5:30pm"
"5312","9/10","Lafayette Ramblers","vsRidgeland*","5:30pm"
"5313","9/12","Lafayette Ramblers","@Ridgeland*","5:30pm"
"5314","9/16","Lafayette Ramblers","@Calhoun*","5:30pm"
"5315","9/17","Lafayette Ramblers","vsHeritage*","5:30pm"
"5316","9/19","Lafayette Ramblers","@Heritage*","5:30pm"
"5317","9/23","Lafayette Ramblers","@Gilmer*","5:30pm"
"5318","9/24","Lafayette Ramblers","vsAdairsville*","5:30pm"
"5319","9/26","Lafayette Ramblers","@Adairsville*","5:55pm"
"5320","9/30","Lafayette Ramblers","vsRidgeland*","5:30pm"
"5321","10/2","Lafayette Ramblers","vsGordon Lee","5:30pm"
"5322","10/7","Lafayette Ramblers","@Ringgold","5:30pm"
"5323","10/8","Lafayette Ramblers","@Sonoraville","5:30pm"
"5324","8/5","Lakeside Vikings","vsPace Academy","5:00pm"
"5325","8/7","Lakeside Vikings","@Centennial","5:30pm"
"5326","8/9","Lakeside Vikings","vsJenkins County","6:00pm"
"5327","8/10","Lakeside Vikings","@McEachern***","9:00am"
"5328","8/10","Lakeside Vikings","vsChattahoochee***","11:00am"
"5329","8/14","Lakeside Vikings","vsNorth Springs","5:30pm"
"5330","8/20","Lakeside Vikings","vsDunwoody*","5:30pm"
"5331","8/22","Lakeside Vikings","vsWoodward Academy*","5:30pm"
"5332","8/24","Lakeside Vikings","vsDuluth***","1:00pm"
"5333","8/24","Lakeside Vikings","vsNorth Hall***","5:00pm"
"5334","8/27","Lakeside Vikings","vsTri-Cities*","5:30pm"
"5335","8/28","Lakeside Vikings","@Miller Grove","5:30pm"
"5336","8/29","Lakeside Vikings","@Shiloh*","5:30pm"
"5337","9/3","Lakeside Vikings","vsDecatur*","5:30pm"
"5338","9/5","Lakeside Vikings","vsArabia Mountain*","5:30pm"
"5339","9/7","Lakeside Vikings","vsSouthwest DeKalb","11:00am"
"5340","9/10","Lakeside Vikings","vsChamblee*","5:30pm"
"5341","9/11","Lakeside Vikings","@Dunwoody*","5:30pm"
"5342","9/17","Lakeside Vikings","@Woodward Academy*","5:30pm"
"5343","9/19","Lakeside Vikings","@Tri-Cities*","5:30pm"
"5344","9/24","Lakeside Vikings","vsShiloh*","5:00pm"
"5345","9/26","Lakeside Vikings","@Decatur*","5:30pm"
"5346","10/1","Lakeside Vikings","vsArabia Mountain*","5:00pm"
"5347","10/3","Lakeside Vikings","@Chamblee*","5:00pm"
"5348","10/10","Lakeside Vikings","vsNorth Atlanta","4:00pm"
"5349","8/5","Langston Hughes Panthers","@Douglas County","5:30pm"
"5350","8/6","Langston Hughes Panthers","@South Cobb","5:30pm"
"5351","8/8","Langston Hughes Panthers","@Lithia Springs","5:30pm"
"5352","8/15","Langston Hughes Panthers","vsMcIntosh*","6:00pm"
"5353","8/20","Langston Hughes Panthers","@Banneker*","5:30pm"
"5354","8/22","Langston Hughes Panthers","@Northgate*","6:00pm"
"5355","8/27","Langston Hughes Panthers","vsDutchtown*","5:30pm"
"5356","8/29","Langston Hughes Panthers","@Morrow*","5:30pm"
"5357","9/4","Langston Hughes Panthers","@Westlake","Time TBA"
"5358","9/10","Langston Hughes Panthers","@Lovejoy*","6:00pm"
"5359","9/12","Langston Hughes Panthers","@McIntosh*","6:00pm"
"5360","9/17","Langston Hughes Panthers","vsBanneker*","5:30pm"
"5361","9/19","Langston Hughes Panthers","vsNorthgate*","6:00pm"
"5362","9/24","Langston Hughes Panthers","@Dutchtown*","5:30pm"
"5363","9/26","Langston Hughes Panthers","vsMorrow*","5:30pm"
"5364","10/1","Langston Hughes Panthers","@Newnan*","5:55pm"
"5365","8/1","Lanier County Bulldogs","vsCoffee","6:00pm"
"5366","8/6","Lanier County Bulldogs","@Coffee","5:00pm"
"5367","8/8","Lanier County Bulldogs","@Brantley County","6:00pm"
"5368","8/12","Lanier County Bulldogs","vsTift County","5:30pm"
"5369","8/13","Lanier County Bulldogs","vsBrooks County*","5:30pm"
"5370","8/15","Lanier County Bulldogs","vsCharlton County*","5:00pm"
"5371","8/16","Lanier County Bulldogs","vsSoutheast Bulloch","5:00pm"
"5372","8/17","Lanier County Bulldogs","vsCalvary Day","9:30am"
"5373","8/18","Lanier County Bulldogs","vsEast Laurens","11:30am"
"5374","8/20","Lanier County Bulldogs","@Irwin County*","6:00pm"
"5375","8/22","Lanier County Bulldogs","vsTurner County*","5:30pm"
"5376","8/27","Lanier County Bulldogs","vsClinch County*","5:30pm"
"5377","8/29","Lanier County Bulldogs","@Atkinson County*","5:30pm"
"5378","9/3","Lanier County Bulldogs","vsWestfield School","5:30pm"
"5379","9/5","Lanier County Bulldogs","vsEchols County*","5:30pm"
"5380","9/7","Lanier County Bulldogs","vsMiller County","1:00pm"
"5381","9/7","Lanier County Bulldogs","@Pierce County","3:00pm"
"5382","9/10","Lanier County Bulldogs","@Brooks County*","5:30pm"
"5383","9/12","Lanier County Bulldogs","@Charlton County*","5:30pm"
"5384","9/13","Lanier County Bulldogs","@Berrien","5:30pm"
"5385","9/17","Lanier County Bulldogs","vsIrwin County*","5:30pm"
"5386","9/19","Lanier County Bulldogs","@Turner County*","5:30pm"
"5387","9/23","Lanier County Bulldogs","vsAtkinson County*","5:30pm"
"5388","9/24","Lanier County Bulldogs","@Clinch County*","5:30pm"
"5389","10/1","Lanier County Bulldogs","@Echols County*","5:30pm"
"5390","10/2","Lanier County Bulldogs","vsBerrien","5:30pm"
"5391","10/7","Lanier County Bulldogs","vsBrantley County","5:30pm"
"5392","10/8","Lanier County Bulldogs","@Colquitt County","5:30pm"
"5393","10/10","Lanier County Bulldogs","vsJeff Davis","5:30pm"
"5394","8/1","Lamar County Trojans","vsJackson","5:30pm"
"5395","8/5","Lamar County Trojans","vsDublin","5:30pm"
"5396","8/6","Lamar County Trojans","@Jackson","5:30pm"
"5397","8/8","Lamar County Trojans","@Dublin","5:30pm"
"5398","8/10","Lamar County Trojans","vsStarr's Mill***","12:00pm"
"5399","8/10","Lamar County Trojans","vsShaw***","2:00pm"
"5400","8/13","Lamar County Trojans","vsMarion County","5:30pm"
"5401","8/15","Lamar County Trojans","@Columbus","5:30pm"
"5402","8/19","Lamar County Trojans","@Taylor County","5:30pm"
"5403","8/21","Lamar County Trojans","vsColumbus","5:30pm"
"5404","8/24","Lamar County Trojans","@Marion County","10:00am"
"5405","8/24","Lamar County Trojans","vsBaconton Charter","12:30pm"
"5406","8/28","Lamar County Trojans","@Pike County","6:30pm"
"5407","8/29","Lamar County Trojans","@Towers*","5:30pm"
"5408","9/3","Lamar County Trojans","vsCrawford County","5:30pm"
"5409","9/5","Lamar County Trojans","vsJasper County*","5:30pm"
"5410","9/10","Lamar County Trojans","@Putnam County*","5:30pm"
"5411","9/12","Lamar County Trojans","@Social Circle*","6:00pm"
"5412","9/16","Lamar County Trojans","vsTaylor County","5:30pm"
"5413","9/17","Lamar County Trojans","vsMcNair*","5:30pm"
"5414","9/18","Lamar County Trojans","vsPike County","6:00pm"
"5415","9/19","Lamar County Trojans","vsTowers*","5:30pm"
"5416","9/24","Lamar County Trojans","@Jasper County*","5:30pm"
"5417","9/26","Lamar County Trojans","vsPutnam County*","5:30pm"
"5418","10/1","Lamar County Trojans","vsSocial Circle*","5:30pm"
"5419","10/2","Lamar County Trojans","@Crawford County","6:00pm"
"5420","10/3","Lamar County Trojans","@McNair*","5:30pm"
"5421","10/8","Lamar County Trojans","vsOpponent TBA",""
"5422","8/6","Lakeview Fort Oglethorpe Warriors","vsLaFayette","5:30pm"
"5423","8/8","Lakeview Fort Oglethorpe Warriors","vsRidgeland","5:30pm"
"5424","8/9","Lakeview Fort Oglethorpe Warriors","vsCalhoun***","4:00pm"
"5425","8/10","Lakeview Fort Oglethorpe Warriors","vsTrion","2:00pm"
"5426","8/15","Lakeview Fort Oglethorpe Warriors","@Murray County*","5:30pm"
"5427","8/20","Lakeview Fort Oglethorpe Warriors","@North Cobb Christian*","5:30pm"
"5428","8/21","Lakeview Fort Oglethorpe Warriors","@Heritage","5:30pm"
"5429","8/22","Lakeview Fort Oglethorpe Warriors","vsUnion County*","5:30pm"
"5430","8/26","Lakeview Fort Oglethorpe Warriors","@Rockmart*","5:30pm"
"5431","8/27","Lakeview Fort Oglethorpe Warriors","@North Murray*","5:30pm"
"5432","8/29","Lakeview Fort Oglethorpe Warriors","@Coahulla Creek*","5:30pm"
"5433","9/3","Lakeview Fort Oglethorpe Warriors","@Ridgeland","5:30pm"
"5434","9/5","Lakeview Fort Oglethorpe Warriors","vsHeritage","5:30pm"
"5435","9/9","Lakeview Fort Oglethorpe Warriors","vsSonoraville*","5:30pm"
"5436","9/10","Lakeview Fort Oglethorpe Warriors","@Ringgold*","5:30pm"
"5437","9/12","Lakeview Fort Oglethorpe Warriors","vsMurray County*","5:30pm"
"5438","9/17","Lakeview Fort Oglethorpe Warriors","vsNorth Cobb Christian*","5:30pm"
"5439","9/19","Lakeview Fort Oglethorpe Warriors","@Union County*","5:30pm"
"5440","9/23","Lakeview Fort Oglethorpe Warriors","vsRockmart*","5:30pm"
"5441","9/24","Lakeview Fort Oglethorpe Warriors","vsNorth Murray*","5:30pm"
"5442","9/26","Lakeview Fort Oglethorpe Warriors","vsCoahulla Creek*","5:30pm"
"5443","9/30","Lakeview Fort Oglethorpe Warriors","@Dade County","5:30pm"
"5444","10/2","Lakeview Fort Oglethorpe Warriors","@Sonoraville*","5:30pm"
"5445","10/7","Lakeview Fort Oglethorpe Warriors","vsDade County","5:30pm"
"5446","10/8","Lakeview Fort Oglethorpe Warriors","vsRinggold*","5:30pm"
"5447","8/3","Trinity Christian Lions","vsNorth Atlanta","12:00pm"
"5448","8/7","Trinity Christian Lions","vsLaGrange*","5:30pm"
"5449","8/8","Trinity Christian Lions","vsSpalding*","5:30pm"
"5450","8/12","Trinity Christian Lions","vsStrong Rock Christian","5:30pm"
"5451","8/20","Trinity Christian Lions","vsMary Persons*","5:30pm"
"5452","8/29","Trinity Christian Lions","@Upson-Lee*","5:30pm"
"5453","8/30","Trinity Christian Lions","@East Coweta","4:00pm"
"5454","9/3","Trinity Christian Lions","vsFayette County*","5:30pm"
"5455","9/5","Trinity Christian Lions","vsLaGrange*","5:30pm"
"5456","9/10","Trinity Christian Lions","@Spalding*","5:30pm"
"5457","9/19","Trinity Christian Lions","@Mary Persons*","5:30pm"
"5458","9/23","Trinity Christian Lions","@Strong Rock Christian","5:30pm"
"5459","10/1","Trinity Christian Lions","vsUpson-Lee*","5:30pm"
"5460","10/3","Trinity Christian Lions","@Fayette County*","5:30pm"
"5461","10/8","Trinity Christian Lions","@Tattnall Square Academy","6:00pm"
"5462","8/1","Franklin County Lions","vsWhite County","6:30pm"
"5463","8/5","Franklin County Lions","vsOconee County","6:00pm"
"5464","8/8","Franklin County Lions","vsWinder-Barrow","6:30pm"
"5465","8/10","Franklin County Lions","@Greenbrier","10:00am"
"5466","8/10","Franklin County Lions","vsGrovetown***","12:00pm"
"5467","8/12","Franklin County Lions","vsElbert County","6:30pm"
"5468","8/13","Franklin County Lions","vsEast Hall","6:00pm"
"5469","8/15","Franklin County Lions","@Oconee County","6:00pm"
"5470","8/17","Franklin County Lions","vsMadison County","12:00pm"
"5471","8/17","Franklin County Lions","@Commerce","2:00pm"
"5472","8/23","Franklin County Lions","vsSocial Circle***","4:00pm"
"5473","8/23","Franklin County Lions","vsOpponent TBA",""
"5474","8/24","Franklin County Lions","vsDecatur***","11:00am"
"5475","8/24","Franklin County Lions","vsOpponent TBA",""
"5476","8/26","Franklin County Lions","@Elbert County","6:30pm"
"5477","8/27","Franklin County Lions","vsEast Jackson*","5:30pm"
"5478","8/29","Franklin County Lions","@Hart County*","1:09pm"
"5479","9/3","Franklin County Lions","@Winder-Barrow","6:30pm"
"5480","9/5","Franklin County Lions","vsMadison County","6:30pm"
